"sentence","score"
"Ứng dụng AI để tối ưu hóa tiêu thụ điện trong sản xuất.",0.85
"Không có chính sách minh bạch về thù lao lãnh đạo.",0.25
"Dự án trồng rừng ngập mặn phục hồi 500ha hệ sinh thái.",0.91
"Ghi nhận 15 vụ khiếu nại về phân biệt đối xử tại nơi làm việc.",0.29
"Hệ thống kiểm soát nội bộ đạt chứng chỉ ISO 37001.",0.83
"Xả thải chưa qua xử lý ra sông gây ô nhiễm nguồn nước.",0.12
"Chương trình tái chế bao bì thu hồi 85% sản phẩm bán ra.",0.88
"Lương trung bình thấp hơn 20% so với mặt bằng địa phương.",0.41
"Đầu tư 50 tỷ vào nghiên cứu vật liệu phân hủy sinh học.",0.79
"Không công bố báo cáo đánh giá nhà cung cấp về ESG.",0.35
"Tiêu chuẩn phòng cháy chữa cháy vượt yêu cầu pháp luật.",0.76
"Vụ kiện về quảng cáo sai sự thật sản phẩm xanh.",0.27
"Hoàn thành ISO 14001 trong quản lý môi trường.",0.82
"Kế hoạch giảm 50% nước sử dụng đến 2025 đang vượt tiến độ.",0.94
"Vi phạm nguyên tắc bảo mật dữ liệu khách hàng.",0.19
"Chính sách nghỉ thai sản 8 tháng cho cả lao động nam và nữ.",0.77
"Tỷ lệ tái chế chất thải rắn đạt 92% năm 2024.",0.89
"Không ghi nhận sự cố môi trường nào trong 5 năm liên tiếp.",0.95
"Tài trợ 300 suất học bổng cho trẻ em vùng khó khăn.",0.73
"Báo cáo phát thải Scope 3 không đầy đủ.",0.38
"Chương trình giám sát sức khỏe tâm thần cho nhân viên.",0.81
"Lắp đặt hệ thống pin mặt trời công suất 10MW.",0.90
"Chênh lệch lương giới tính lên đến 30% ở cùng vị trí.",0.33
"Tuân thủ đầy đủ quy định về hàm lượng hóa chất EU REACH.",0.86
"Sự cố rò rỉ hóa chất ảnh hưởng đến cộng đồng dân cư.",0.22
"Đối thoại thường niên với cổ đông thiểu số.",0.68
"Tỷ lệ sử dụng vật liệu tái chế trong sản xuất đạt 45%.",0.75
"Không có nhân viên thuộc nhóm dân tộc thiểu số.",0.42
"Hệ thống làm mát tiết kiệm 15 triệu kWh điện/năm.",0.84
"Báo cáo ESG chưa được kiểm toán độc lập.",0.47
"Chương trình phát triển năng lực cho nhà cung cấp vừa và nhỏ.",0.71
"Xây dựng nhà máy xử lý nước thải công suất 5000m3/ngày.",0.91
"Vi phạm quy định quảng cáo thuốc bảo vệ thực vật.",0.31
"Thành lập quỹ hỗ trợ thiên tai 50 tỷ đồng.",0.72
"Tỷ lệ nữ trong hội đồng quản trị đạt 35%.",0.69
"Áp dụng nông nghiệp tái sinh trong chuỗi cung ứng.",0.80
"Không đạt chỉ tiêu đa dạng sinh học đã cam kết.",0.52
"Giảm 60% lượng nhựa sử dụng một lần trong đóng gói.",0.87
"Vụ đình công do bất đồng về điều kiện lao động.",0.28
"Mức độ hài lòng của nhân viên đạt 4.5/5 trong khảo sát.",0.78
"Đối tác bị phát hiện sử dụng lao động trẻ em.",0.17
"Bộ quy tắc ứng xử doanh nghiệp được cập nhật hàng năm.",0.74
"Chương trình khuyến mãi khuyến khích tiêu dùng bền vững.",0.63
"Chỉ số tiêu thụ nước trên mỗi đơn vị sản phẩm tăng 8%.",0.44
"Tham gia sáng kiến ngành về kinh tế tuần hoàn.",0.83
"Báo cáo đa dạng sinh học không có số liệu định lượng.",0.39
"Đào tạo kỹ năng an toàn cho 100% công nhân xây dựng.",0.76
"Kết hợp tiêu chí ESG trong đánh giá lương quản lý.",0.81
"Vận hành nhà máy trong khu bảo tồn thiên nhiên.",0.26
"Tỷ lệ nhân viên nghỉ việc dưới 5% năm 2024.",0.70
"Thử nghiệm thành công nhiên liệu sinh học cho vận tải.",0.88
"Không có chính sách cụ thể về quyền riêng tư dữ liệu.",0.36
"Tổ chức khám sức khỏe định kỳ cho cộng đồng địa phương.",0.67
"Sử dụng công nghệ blockchain truy xuất nguồn gốc nguyên liệu.",0.82
"Lợi nhuận đặt lên trên an toàn lao động.",0.21
"Chương trình cố vấn nghề nghiệp cho nhân viên trẻ.",0.65
"Đạt chứng chỉ LEED Gold cho tòa nhà văn phòng.",0.90
"Vụ bê bối hối lộ trong đấu thầu dự án.",0.13
"Thu gom và tái chế 1.2 tấn pin cũ từ người tiêu dùng.",0.86
"Chênh lệch đãi ngộ giữa lao động hợp đồng và chính thức.",0.48
"Tài trợ nghiên cứu bảo tồn loài nguy cấp.",0.77
"Không công bố danh sách nhà cung cấp có rủi ro ESG.",0.43
"Giảm 40% lượng khí methane từ hoạt động chăn nuôi.",0.85
"Thiếu cơ chế khiếu nại cho cộng đồng bị ảnh hưởng.",0.34
"Chính sách tuyển dụng ưu tiên người khuyết tật.",0.72
"Lắp đặt cảm biến IoT giám sát chất lượng không khí.",0.83
"Vi phạm bản quyền phần mềm trong sản xuất.",0.29
"Đối tác đạt chuẩn SA8000 về trách nhiệm xã hội.",0.79
"Sử dụng nguồn thủy sản khai thác bất hợp pháp.",0.24
"Tỷ lệ tái sử dụng nước sản xuất đạt 65%.",0.75
"Không tham gia hiệp ước toàn cầu của Liên Hợp Quốc.",0.51
"Chương trình chuyển đổi số cho doanh nghiệp địa phương.",0.68
"Rò rỉ thông tin lương của nhân viên trên mạng nội bộ.",0.37
"Đầu tư vào hệ thống cảnh báo sớm thiên tai.",0.74
"Chôn lấp chất thải nguy hại không qua xử lý.",0.16
"Tăng 25% hiệu suất sử dụng nguyên liệu thô.",0.80
"Không có ủy ban kiểm toán độc lập.",0.46
"Triển khai nông nghiệp thông minh tại 200 hộ dân.",0.76
"Áp lực doanh số dẫn đến bán hàng không minh bạch.",0.31
"Chính sách không khoan dung với quấy rối nơi làm việc.",0.84
"Tổn thất đa dạng sinh học do mở rộng sản xuất.",0.58
"Chứng nhận Carbon Neutral cho nhà máy trung tâm.",0.92
"Lợi dụng chính sách hỗ trợ COVID để trục lợi.",0.19
"Chương trình bảo hiểm y tế toàn diện cho gia đình nhân viên.",0.78
"Xây hồ điều hòa giảm ngập úng đô thị.",0.81
"Không bồi thường thiệt hại môi trường cho nông dân.",0.27
"Đào tạo kỹ năng kinh doanh cho phụ nữ dân tộc.",0.73
"Tỷ lệ sản phẩm lỗi vượt ngưỡng cho phép.",0.39
"Ứng dụng AI dự báo rủi ro tín dụng xanh.",0.82
"Thỏa thuận ngầm với chính quyền địa phương.",0.23
"Giảm 70% phát thải khí F-gas từ quy trình làm lạnh.",0.89
"Không công khai chính sách đãi ngộ lao động di cư.",0.45
"Tái định cư cho 150 hộ dân bị ảnh hưởng dự án.",0.71
"Vận hành lò đốt rác phát điện công suất 15MW.",0.86
"Lạm dụng lao động thời vụ không hợp đồng.",0.33
"Chương trình tiêm chủng mở rộng cho trẻ em vùng sâu.",0.75
"Xây dựng văn hóa doanh nghiệp không hối lộ.",0.80
"Ô nhiễm tiếng ồn vượt quy chuẩn ở khu dân cư.",0.42
"Tỷ lệ sản phẩm xanh chiếm 30% danh mục.",0.77
"Không có cơ chế bảo vệ người tố cáo nội bộ.",0.50
"Phục hồi hệ sinh thái rừng ngập mặn 200ha.",0.91
"Tài trợ đội bóng đá trẻ vùng cao.",0.61
"Sử dụng hóa chất cấm trong sản xuất nông nghiệp.",0.28
"Hệ thống quản lý năng lượng theo tiêu chuẩn ISO 50001.",0.85
"Không đóng góp cho cộng đồng địa phương.",0.40
"Chương trình thực tập sinh cho sinh viên nghèo.",0.69
"Thu mua nông sản trực tiếp từ hợp tác xã nhỏ.",0.72
"Lãng phí tài nguyên nước trong quy trình sản xuất.",0.49
"Ứng dụng công nghệ sinh học xử lý nước thải.",0.83
"Bỏ qua cảnh báo an toàn của công nhân.",0.26
"Đào tạo kỹ năng tái chế cho lao động phi chính thức.",0.70
"Thành lập trung tâm nghiên cứu vật liệu bền vững.",0.87
"Không minh bạch về phụ gia thực phẩm trong sản phẩm.",0.35
"Tỷ lệ nhân viên tham gia đào tạo ESG đạt 95%.",0.79
"Chương trình giảm thiểu rác thải thực phẩm tại siêu thị.",0.84
"Vi phạm tiêu chuẩn an toàn vận chuyển hóa chất.",0.30
"Đầu tư 200 tỷ vào trung tâm chăm sóc người cao tuổi.",0.76
"Tích hợp tiêu chí ESG trong đánh giá rủi ro tín dụng.",0.81
"Sử dụng bao bì nhựa không thể tái chế cho sản phẩm mới.",0.38
"Chính sách đóng cửa tự động khi phát hiện ô nhiễm không khí.",0.88
"Không có báo cáo tác động môi trường định kỳ.",0.47
"Liên kết với trường đại học đào tạo kỹ sư môi trường.",0.73
"Tỷ lệ tái chế dầu nhớt công nghiệp đạt 98%.",0.89
"Gây ô nhiễm ánh sáng tại khu bảo tồn thiên nhiên.",0.57
"Chương trình tư vấn tài chính miễn phí cho người nghèo.",0.74
"Đạt giải thưởng sáng kiến tiết kiệm nước toàn ngành.",0.86
"Thiếu biện pháp bảo vệ nhân viên nữ làm đêm.",0.43
"Ứng dụng drone giám sát nạn phá rừng tại khu vực hoạt động.",0.82
"Thỏa thuận giá bất minh với đối thủ cạnh tranh.",0.22
"Tăng tỷ lệ sử dụng nguyên liệu tái chế lên 75%.",0.90
"Không công nhận công đoàn độc lập.",0.53
"Dự án cung cấp nước sạch cho 50.000 dân nông thôn.",0.92
"Bóc lột sức lao động tại nông trại cung ứng.",0.20
"Hệ thống cảnh báo sớm sự cố hóa chất tự động.",0.84
"Lợi dụng nhãn sinh thái để tiếp thị sai lệch.",0.32
"Chương trình hỗ trợ tâm lý cho nhân viên hậu COVID.",0.78
"Giảm 50% lượng khí thải NOx nhờ công nghệ mới.",0.87
"Không bồi hoàn đa dạng sinh học cho khu vực khai thác.",0.60
"Thành lập quỹ khởi nghiệp cho thanh niên dân tộc.",0.71
"Tái chế bùn thải thành phân bón hữu cơ.",0.83
"Vi phạm quy định quảng cáo nhắm vào trẻ em.",0.41
"Chính sách linh hoạt giờ làm cho nhân viên có con nhỏ.",0.75
"Đầu tư vào trạm sạc xe điện cho cộng đồng.",0.80
"Xả nước thải chứa kim loại nặng ra biển.",0.14
"Tỷ lệ năng lượng tái tạo trong tổng tiêu thụ đạt 40%.",0.85
"Không có chính sách đa dạng hóa nhà cung cấp.",0.55
"Chương trình bảo tồn giống cây bản địa quý hiếm.",0.89
"Thiếu trang thiết bị bảo hộ lao động cơ bản.",0.36
"Ứng dụng blockchain minh bạch hóa quyên góp từ thiện.",0.81
"Thông đồng với cơ quan kiểm định chất lượng.",0.25
"Tái sử dụng nhiệt thải cho hệ thống sưởi ấm.",0.82
"Không công khai kết quả thanh tra nội bộ.",0.48
"Tài trợ thiết bị y tế cho trạm xá vùng sâu.",0.72
"Đạt mức tiêu hao năng lượng thấp nhất ngành.",0.91
"Lạm dụng hình phạt kỷ luật với lao động nhập cư.",0.31
"Chương trình định canh định cư cho đồng bào dân tộc.",0.76
"Tỷ lệ bao bì phân hủy sinh học đạt 100% từ 2025.",0.93
"Không có cơ chế bồi thường khi vi phạm dữ liệu.",0.44
"Xây dựng nhà máy điện rác công nghệ cao.",0.88
"Bỏ qua phản hồi của cộng đồng trong đánh giá tác động.",0.39
"Đào tạo chuyển đổi nghề cho ngư dân vùng biển ô nhiễm.",0.70
Doanh nghiệp đã giảm 20% lượng khí CO2 thải ra môi trường so với năm ngoái.,0.85
Công ty chưa có chính sách sử dụng năng lượng tái tạo trong hoạt động sản xuất.,0.32
Tỷ lệ nữ giới trong ban lãnh đạo tăng lên 40% năm nay.,0.78
Có cam kết sử dụng 100% bao bì tái chế vào năm 2030.,0.82
Chưa thực hiện đánh giá tác động môi trường cho dự án mới.,0.21
Công ty cung cấp đào tạo về an toàn lao động định kỳ cho toàn bộ nhân viên.,0.92
Tỷ lệ nghỉ việc của nhân viên tăng cao do điều kiện làm việc chưa cải thiện.,0.28
Doanh nghiệp đầu tư xây dựng hệ thống xử lý nước thải đạt chuẩn quốc tế.,0.88
Chưa có báo cáo đầy đủ về phát thải khí nhà kính.,0.33
Công ty tổ chức chiến dịch trồng 10.000 cây xanh tại địa phương.,0.81
Quy trình tuyển dụng công khai minh bạch đánh giá dựa trên năng lực.,0.83
Không có chính sách hỗ trợ nhân viên nữ mang thai và nuôi con nhỏ.,0.19
Doanh nghiệp đã công khai báo cáo tài chính hàng năm đúng hạn.,0.89
Chưa thực hiện kiểm toán độc lập cho các báo cáo tài chính.,0.35
Công ty tổ chức các chương trình thiện nguyện hỗ trợ cộng đồng vùng sâu vùng xa.,0.87
Không có cam kết về giảm sử dụng nhựa dùng một lần trong sản xuất.,0.24
Doanh nghiệp đầu tư vào hệ thống pin năng lượng mặt trời cho nhà máy.,0.84
Chưa có chương trình đào tạo nội bộ về phòng chống quấy rối nơi làm việc.,0.31
Tỷ lệ tái chế rác thải công nghiệp đạt 60% trong năm qua.,0.74
Có chính sách ưu tiên sử dụng nhà cung cấp địa phương giúp phát triển cộng đồng.,0.77
Ban lãnh đạo thiếu đa dạng về giới tính và độ tuổi.,0.22
Công ty đã ký cam kết bảo vệ quyền lợi người lao động với công đoàn.,0.86
Chưa có quy trình báo cáo vi phạm đạo đức rõ ràng trong doanh nghiệp.,0.29
Doanh nghiệp liên tục đo lường và giảm lượng nước tiêu thụ mỗi năm.,0.81
Chưa xây dựng hệ thống cảnh báo rủi ro về môi trường.,0.34
Công ty thực hiện đánh giá rủi ro ESG định kỳ hàng quý.,0.88
Có nhiều phản ánh tiêu cực về minh bạch tài chính trong hoạt động kinh doanh.,0.20
Tỷ lệ nhân viên được đào tạo nâng cao kỹ năng trong năm đạt 75%.,0.76
Doanh nghiệp chưa có chính sách ưu tiên tuyển dụng người khuyết tật.,0.23
Công ty hỗ trợ học phí cho con em nhân viên có thành tích học tập tốt.,0.85
Không công khai thông tin về lương thưởng và chế độ đãi ngộ.,0.25
Doanh nghiệp sử dụng giấy tái chế cho toàn bộ văn phòng.,0.79
Tỷ lệ nhân viên nữ nghỉ thai sản được giữ vị trí công việc sau khi trở lại.,0.82
Ban kiểm soát hoạt động độc lập và có quyền truy cập thông tin đầy đủ.,0.87
Công ty bị xử phạt vì xả thải vượt quy chuẩn cho phép.,0.16
Có chương trình hỗ trợ chăm sóc sức khỏe định kỳ cho nhân viên.,0.83
Doanh nghiệp chưa có báo cáo về đa dạng và hòa nhập.,0.27
Tỷ lệ sử dụng nguyên vật liệu tái chế trong sản xuất đạt 50%.,0.72
Chưa công khai danh sách các bên liên quan trong chuỗi cung ứng.,0.31
Công ty tổ chức khảo sát ý kiến nhân viên về môi trường làm việc mỗi năm.,0.80
Doanh nghiệp đã giảm tiêu thụ điện năng thông qua giải pháp công nghệ xanh.,0.78
Chưa có hệ thống báo cáo tự động các chỉ số ESG.,0.36
Công ty có chính sách chống tham nhũng rõ ràng và được thực thi nghiêm túc.,0.91
Không có chương trình phát triển lãnh đạo trẻ trong doanh nghiệp.,0.18
Doanh nghiệp cam kết giảm sử dụng hóa chất độc hại trong sản xuất.,0.83
Chưa có biện pháp bảo vệ dữ liệu khách hàng hiệu quả.,0.22
Công ty đã áp dụng quy trình quản lý chất thải nguy hại theo tiêu chuẩn quốc tế.,0.89
Tỷ lệ lao động ký hợp đồng dài hạn đạt 95%.,0.84
Không có chính sách minh bạch về đóng góp thuế cho địa phương.,0.26
Doanh nghiệp cung cấp báo cáo ESG song ngữ Việt-Anh hàng năm.,0.86
Chưa có chương trình đào tạo về bình đẳng giới cho toàn bộ nhân viên.,0.30
Công ty tổ chức các buổi đối thoại trực tiếp giữa ban lãnh đạo và nhân viên.,0.82
Doanh nghiệp đầu tư phát triển sản phẩm thân thiện với môi trường.,0.80
Chưa thực hiện đánh giá tác động xã hội của các dự án lớn.,0.28
Tỷ lệ lao động tham gia bảo hiểm xã hội đạt 100%.,0.95
Có hệ thống tiếp nhận và xử lý khiếu nại của khách hàng minh bạch.,0.88
Doanh nghiệp đã hoàn thành chứng nhận ISO 14001 về quản lý môi trường.,0.90
Không kiểm soát được nguồn gốc nguyên vật liệu đầu vào.,0.24
Công ty dành ngân sách hàng năm cho hoạt động từ thiện xã hội.,0.83
Chưa có giải pháp tiết kiệm năng lượng rõ ràng trong hoạt động vận hành.,0.29
Công ty xây dựng chương trình phát triển nghề nghiệp lâu dài cho nhân viên.,0.87
Không có báo cáo về tiến độ thực hiện các mục tiêu phát triển bền vững.,0.21
Công ty đã tham gia sáng kiến toàn cầu về chống biến đổi khí hậu.,0.89
Doanh nghiệp chưa có hệ thống đo lường hiệu quả các hoạt động ESG.,0.26
Tỷ lệ nhân viên được tiêm phòng đầy đủ các bệnh truyền nhiễm.,0.79
Có chính sách ưu tiên tuyển dụng người từ cộng đồng địa phương.,0.75
Công ty thực hiện kiểm toán ESG bởi bên thứ ba độc lập hàng năm.,0.92
Chưa có kế hoạch cụ thể về giảm phát thải khí nhà kính.,0.22
Doanh nghiệp có quy trình phòng chống rửa tiền minh bạch.,0.85
Không có chính sách bảo vệ quyền riêng tư của khách hàng.,0.20
Tỷ lệ sử dụng nước tái chế trong sản xuất đạt 40%.,0.71
Công ty tổ chức các khóa học kỹ năng mềm miễn phí cho nhân viên.,0.84
Chưa có chương trình hỗ trợ tâm lý cho người lao động.,0.27
Doanh nghiệp công khai thông tin về các khoản đóng góp từ thiện.,0.81
Ban lãnh đạo chịu trách nhiệm giải trình trước cổ đông và các bên liên quan.,0.88
Công ty thực hiện chuyển đổi số để giảm thiểu sử dụng giấy.,0.77
Không có chương trình phòng ngừa và ứng phó sự cố môi trường.,0.23
Doanh nghiệp hỗ trợ tài chính cho startup xanh trong cộng đồng.,0.80
Tỷ lệ nhân viên được đào tạo phòng cháy chữa cháy đạt 98%.,0.90
Chưa xây dựng quy trình hỗ trợ nhân viên bị tai nạn lao động.,0.31
Công ty tham gia các diễn đàn quốc tế về phát triển bền vững.,0.86
Không có chính sách bảo vệ động vật hoang dã trong chuỗi cung ứng.,0.15
Doanh nghiệp đã đầu tư vào công nghệ tiết kiệm năng lượng.,0.82
Tỷ lệ nhân viên tham gia các hoạt động cộng đồng đạt 75%.,0.79
Chưa có chương trình khuyến khích sáng kiến xanh trong doanh nghiệp.,0.28
Công ty đã đạt giải thưởng về phát triển bền vững trong ngành.,0.93
Không có báo cáo về tác động môi trường của sản phẩm.,0.21
Doanh nghiệp hỗ trợ nhân viên làm việc linh hoạt và làm việc từ xa.,0.85
Có chính sách bảo vệ sức khỏe tinh thần cho người lao động.,0.83
Chưa có biện pháp giảm thiểu ồn ào bụi bẩn tại khu vực sản xuất.,0.26
Công ty công khai danh sách cổ đông lớn và các giao dịch liên quan.,0.82
Ban kiểm soát được đào tạo về quy tắc đạo đức nghề nghiệp.,0.86
Doanh nghiệp có chương trình hỗ trợ khởi nghiệp cho cộng đồng.,0.81
Chưa có tiêu chí đánh giá hiệu quả hoạt động ESG cụ thể.,0.30
Tỷ lệ sử dụng xe điện trong vận chuyển nội bộ đạt 60%.,0.78
Có chính sách ưu đãi cho nhân viên gắn bó lâu dài với doanh nghiệp.,0.84
Không có cơ chế thưởng phạt rõ ràng trong quản trị công ty.,0.18
Doanh nghiệp thực hiện giám sát liên tục chất lượng không khí tại nơi sản xuất.,0.88
Công ty tổ chức ngày hội gia đình cho nhân viên mỗi năm.,0.80
Chưa xây dựng quy trình bảo vệ người tố cáo vi phạm trong công ty.,0.28
Doanh nghiệp có chính sách đánh giá nhà cung cấp dựa trên tiêu chí ESG.,0.79
Tỷ lệ nhân viên được tham gia bảo hiểm y tế là 100%. ,0.96
Công ty đã giảm tiêu thụ hóa chất độc hại 30% so với năm trước.,0.83
Chưa có báo cáo tổng hợp về tác động xã hội của các dự án.,0.25
Doanh nghiệp có chương trình hỗ trợ học bổng cho sinh viên nghèo vượt khó.,0.82
Ban lãnh đạo tham gia đầy đủ các khóa đào tạo về quản trị công ty.,0.87
Công ty có quy trình kiểm soát xung đột lợi ích minh bạch.,0.85
Chưa có chiến lược phát triển bền vững dài hạn.,0.27
Doanh nghiệp tổ chức các hoạt động nâng cao nhận thức về môi trường cho cộng đồng.,0.84
Công ty hỗ trợ vay vốn ưu đãi cho nhân viên khó khăn.,0.80
Tỷ lệ sử dụng năng lượng tái tạo đạt 70% tổng lượng điện tiêu thụ.,0.91
Chưa có hệ thống giám sát rủi ro xã hội.,0.23
Công ty thực hiện đánh giá định kỳ sự hài lòng của khách hàng.,0.83
Doanh nghiệp có chính sách ưu tiên sử dụng sản phẩm nội địa.,0.76
Chưa có chương trình thúc đẩy bình đẳng giới trong doanh nghiệp.,0.32
Tỷ lệ thu hồi và tái sử dụng sản phẩm lỗi đạt 65%.,0.75
Công ty tổ chức các buổi huấn luyện về đạo đức nghề nghiệp cho nhân viên.,0.86
Không có báo cáo về tiến độ thực hiện các mục tiêu giảm phát thải.,0.22
Doanh nghiệp hỗ trợ tài chính cho các dự án bảo vệ môi trường.,0.84
Có chính sách khen thưởng nhân viên có sáng kiến cải tiến xanh.,0.82
Tỷ lệ nhân viên được tiêm phòng cúm mùa hàng năm đạt 90%.,0.88
Công ty tổ chức các lớp học ngoại ngữ miễn phí cho nhân viên.,0.81
Ban điều hành chịu trách nhiệm trước hội đồng quản trị và cổ đông.,0.87
Doanh nghiệp có quy trình công bố thông tin minh bạch và kịp thời.,0.89
Không có chương trình hỗ trợ nhân viên học tập nâng cao trình độ.,0.20
Tỷ lệ sử dụng điện năng tiết kiệm đạt 10% so với năm trước.,0.77
Có chương trình tư vấn tâm lý miễn phí cho nhân viên.,0.84
Chưa có chính sách bảo vệ quyền lợi người tiêu dùng.,0.28
Công ty tổ chức các hoạt động bảo vệ nguồn nước tại địa phương.,0.82
Ban lãnh đạo công khai xung đột lợi ích trong báo cáo thường niên.,0.88
Doanh nghiệp có chính sách phát triển nhân tài nội bộ.,0.83
Không có hệ thống phòng chống rửa tiền.,0.16
Tỷ lệ nhân viên được tham gia ý kiến vào quá trình ra quyết định đạt 60%,0.79
Công ty công khai chi tiết các khoản chi phí ESG trong báo cáo tài chính.,0.87
Doanh nghiệp có chương trình hỗ trợ phụ nữ phát triển nghề nghiệp.,0.86
Ban kiểm soát độc lập giám sát toàn bộ hoạt động quản trị.,0.90
Chưa có biện pháp giảm tiêu thụ nước tại nhà máy.,0.24
Công ty hỗ trợ tài chính cho dự án khởi nghiệp xanh của sinh viên.,0.81
Tỷ lệ sử dụng vật liệu thân thiện với môi trường đạt 55%.,0.76
Không có báo cáo về tác động xã hội của sản phẩm mới.,0.22
Doanh nghiệp thực hiện trồng lại rừng thay thế khi khai thác gỗ.,0.87
Ban điều hành minh bạch công khai các giao dịch với bên liên quan.,0.85
Công ty có chính sách hỗ trợ người lao động bị ảnh hưởng bởi biến đổi khí hậu.,0.83
Chưa có chương trình đào tạo nâng cao nhận thức ESG cho nhân viên mới.,0.29
Doanh nghiệp hỗ trợ tài chính cho các tổ chức bảo vệ động vật môi trường.,0.82
Có chính sách thưởng cho nhân viên tham gia hoạt động cộng đồng.,0.78
Tỷ lệ sử dụng năng lượng xanh trong sản xuất đạt 60%.,0.80
Công ty đã giảm lượng khí thải carbon xuống 20% so với năm ngoái.,0.8
Chúng tôi đã cài đặt các tấm pin mặt trời trên tất cả các cơ sở sản xuất.,0.85
Hiện tại chúng tôi vẫn sử dụng than để sản xuất một phần sản phẩm.,0.4
Công ty đã giảm tiêu thụ nước bằng cách tái sử dụng nước thải trong quá trình sản xuất.,0.8
Chúng tôi chưa có kế hoạch cụ thể để giảm thiểu tác động đến đa dạng sinh học.,0.3
Công ty cam kết đạt mục tiêu không khí thải ròng vào năm 2050.,0.9
Chúng tôi đã đầu tư vào công nghệ lọc carbon để giảm lượng khí thải.,0.75
Hiện tại chúng tôi chưa có chính sách về quản lý chất thải nguy hại.,0.25
Công ty đã trồng 10.000 cây xanh trong năm nay để bù đắp khí thải carbon.,0.8
Chúng tôi sử dụng 100% năng lượng tái tạo trong các cơ sở sản xuất.,0.95
Mặc dù có cam kết về bền vững công ty vẫn phụ thuộc vào nguồn năng lượng hóa thạch.,0.5
Công ty đã giảm lượng chất thải nhựa xuống 30% nhờ vào việc sử dụng vật liệu thay thế.,0.8
Chúng tôi chưa có kế hoạch để giảm thiểu ô nhiễm nước từ các nhà máy.,0.3
Công ty đã nhận được giải thưởng về quản lý môi trường từ chính phủ.,0.9
Hiện tại chúng tôi vẫn đang xả thải trực tiếp vào sông mà không xử lý.,0.1
Công ty đã tham gia vào các dự án bảo vệ rừng nhiệt đới.,0.85
Chúng tôi đã giảm tiêu thụ giấy bằng cách sử dụng tài liệu kỹ thuật số.,0.7
Hiện tại chúng tôi chưa có chiến lược để giảm thiểu tiếng ồn từ các nhà máy.,0.4
Công ty đã đạt được mục tiêu không có chất thải nhựa trong sản xuất.,0.9
Chúng tôi sử dụng các phương pháp canh tác bền vững trong nông nghiệp.,0.8
Mặc dù có kế hoạch giảm thiểu chất thải nhưng hiện tại công ty vẫn sản xuất nhiều sản phẩm đóng gói đơn lẻ.,0.5
Công ty đã đầu tư vào nghiên cứu phát triển các vật liệu thân thiện với môi trường.,0.8
Hiện tại chúng tôi chưa có chính sách về quản lý nước thải.,0.3
Công ty đã giảm lượng khí thải methane bằng cách cải thiện quy trình sản xuất.,0.75
Chúng tôi đã tham gia vào các hiệp hội bảo vệ môi trường.,0.7
Hiện tại chúng tôi vẫn sử dụng các hóa chất độc hại trong sản xuất.,0.2
Công ty đã đạt được chứng nhận Energy Star cho tòa nhà văn phòng.,0.85
Chúng tôi đã giảm lượng phát thải NOx bằng cách lắp đặt các thiết bị kiểm soát ô nhiễm.,0.8
Mặc dù có cam kết về bền vững công ty vẫn phụ thuộc vào nguồn nguyên liệu không tái tạo.,0.4
Công ty đã triển khai chương trình tái chế toàn diện trong tất cả các cơ sở.,0.9
Chúng tôi đã giảm lượng nước sử dụng trong sản xuất xuống 50% so với năm ngoái.,0.85
Hiện tại chúng tôi chưa có kế hoạch để giảm thiểu ô nhiễm không khí từ các nhà máy.,0.3
Công ty đã nhận được giải thưởng về quản lý nước từ các tổ chức quốc tế.,0.9
Chúng tôi sử dụng các phương pháp làm sạch không khí tiên tiến trong các nhà máy.,0.8
Mặc dù có kế hoạch giảm thiểu tác động môi trường nhưng hiện tại công ty vẫn gây ra ô nhiễm đáng kể.,0.4
Công ty đã đầu tư vào các dự án phục hồi môi trường.,0.8
Chúng tôi đã giảm lượng chất thải rắn bằng cách tái chế và tái sử dụng.,0.75
Hiện tại chúng tôi chưa có chính sách về bảo vệ đa dạng sinh học.,0.3
Công ty đã đạt được mục tiêu không có rác thải nhựa trong sản phẩm cuối cùng.,0.9
Chúng tôi sử dụng các nguồn nguyên liệu tái tạo trong sản xuất.,0.8
Mặc dù có cam kết về bền vững công ty vẫn sử dụng nhiều năng lượng hóa thạch.,0.5
Công ty đã triển khai chương trình giảm thiểu tiếng ồn trong các khu dân cư gần nhà máy.,0.8
Chúng tôi đã giảm lượng khí thải hothouse bằng cách cải thiện hiệu quả năng lượng.,0.75
Hiện tại chúng tôi chưa có kế hoạch để giảm thiểu ô nhiễm đất từ các hoạt động sản xuất.,0.3
Công ty đã nhận được sự công nhận về quản lý môi trường từ các tổ chức độc lập.,0.85
Chúng tôi đã đầu tư vào công nghệ lọc nước tiên tiến để bảo vệ nguồn nước.,0.8
Mặc dù có kế hoạch giảm thiểu chất thải nhưng hiện tại công ty vẫn sản xuất nhiều sản phẩm có hại cho môi trường.,0.4
Công ty đã tham gia vào các dự án bảo vệ động vật hoang dã.,0.8
Chúng tôi đã giảm lượng phát thải CO2 bằng cách sử dụng nhiên liệu sinh học.,0.75
Hiện tại chúng tôi vẫn đang xả thải hóa chất trực tiếp vào môi trường mà không xử lý.,0.1
Tỷ lệ tai nạn lao động đã giảm 30% nhờ vào các biện pháp an toàn mới.,0.9
